issue_id,text_id,text,code,label
1686238,1,"Perma TEST-UNEXPECTED-FAIL | accessible/tests/browser/mac/browser_app.js | Context menu on link contains fifteen items - Got 14, expected 15 when Gecko 86 merges to Beta on 2021-01-25",PROBLEM_DESCRIPTION,0
1686238,2,Changing the priority to p2 as the bug is tracked by a release manager for the current nightly. See What Do You Triage for more information,ISSUE_METADATA_CHANGE,0
1686238,3,"Merge day is next Monday, please get the fix for this landed this week (together with bug 1685768).",CODE_UPDATE_REQUEST,0
1686238,4,patch pushed here which should fix 1686164,CODE_IMPLEMENTATION,1
1686238,5,This bug and bug 1685768 are still observed with today's central-as-beta simulations.,ADDITIONAL_CONSIDERATION,0
1686238,6,"What's the plan forward to resolve them and when (merge to beta on Monday, test only fixes?)?",QUESTION,0
1686238,7,Attached file Bug 1686238: Only attempt to traverse containers menu if containers are enabled and defined r?yzen — Details,CODE_IMPLEMENTATION,1
1686238,8,The issue affects both devedition and beta. Beta example: https://treeherder.mozilla.org/jobs?repo=try&revision=87bdd775f40f00139a5f19a998293964b5280b5e&selectedTaskRun=LXjVf98IS3CAJrWwEwQA8w.0,ISSUE_IMPACT,0
1686238,9,Pushed by mreschenberg@mozilla.com: https://hg.mozilla.org/integration/autoland/rev/767c22222bec Only attempt to traverse containers menu if containers are enabled and defined r=yzen,CODE_IMPLEMENTATION,1
1482681,1,"Right click ""This Frame"" > ""Open Frame in New Tab"" stops working",PROBLEM_DESCRIPTION,0
1482681,2,"Steps To Reproduce: 1. Open a page with iframe e.g, https://www.scollabo.com/banban/ref/sample/sample_61.html 2. Right click on a iframe 3. Choose ""This Frame"" > ""Open Frame in New Tab"" stops working",S2R,0
1482681,3,Actual Results: Nothing happens. The following error is shown in Browser Console: Error: Required argument triggeringPrincipal missing within loadOneTab tabbrowser.js:1378:13 Expected Results: Frame contents should open in new tab,PROBLEM_DESCRIPTION,0
1482681,4,Regression window: https://hg.mozilla.org/integration/mozilla-inbound/pushloghtml?fromchange=e17409c5199c0ade0de9899782d6a9f5f4970871&tochange=6f3907a1da34a62133832dc981e9005ee30e9388 Regressed by: Bug 1362034,PROBLEM_LOCALIZATION,0
1482681,5,"Just writing up a test for this, I have a fix already.",STATUS_UPDATE,0
1482681,6,Attached file Bug 1482681 - Fix load iframe in tab context menu. — Details,CODE_IMPLEMENTATION,1
1482681,7,You should add your support file under the specific test rather than [DEFAULT].,CODE_REVIEW,0
1482681,8,Johann Hofmann [:johannh] has approved the revision.,CODE_REVIEW,0
1482681,9,"Is there a followup for correcting the triggering principal here (ie use that of the enclosing document, not necessarily that of the toplevel doc) ?",QUESTION,0
1482681,10,Bug filed: https://bugzilla.mozilla.org/show_bug.cgi?id=1484735,NEW_ISSUE_FILING,0
1485422,1,We'd like to add rating stars for CFR according to the UX spec: https://mozilla.invisionapp.com/share/V9LVKJUACMD#/screens,PROBLEM_DESCRIPTION,0
1485422,2,Stars seem to be available here (and I've attached a capture of it) https://mozilla.invisionapp.com/share/YWLSGDZGUSF#/screens/316896230,SCREENSHOT,0
1485422,3,Attached image wip screenshot — Details,SCREENSHOT,0
1485422,4,Attached file Bug 1485422 - Add rating stars to CFR — Details Depends on D4532,CODE_IMPLEMENTATION,1
1485422,5,Adam Hillier :ahillier has approved the revision.,CODE_REVIEW,0
1485422,6,"I have verified that the issue is no longer reproducible on Nightly 63.0a1 (20180902220539) and the latest Nightly 64.0a1 (20180923220427) on Windows 10 x64, Mac 10.13.3, and Arch Linux x64.",SOLUTION_VERIFICATION,0
1486074,1,"In my try run [1] to enable ""layout.css.column-span.enabled"", I notice the following error. TEST-UNEXPECTED-FAIL | layout/style/test/test_ch_ex_no_infloops.html | uncaught exception - TypeError: value_list is undefined at test_replaced_values@http://mochi.test:8888/tests/layout/style/test/test_ch_ex_no_infloops.html:40:21",PROBLEM_DESCRIPTION,0
1486074,2,It turns out -moz-column-span are defined _after_ the logic that processes the alias properties.,PROBLEM_CAUSE_IDENTIFICATION,0
1486074,3,Attached file Bug 1486074 - Move logic for copying aliased properties' fields to the bottom of property_database.js. — Details,CODE_IMPLEMENTATION,1
1486074,4,Bug 1486074 - Move logic for copying aliased properties' fields to the bottom of property_database.js. Emilio Cobos Álvarez (:emilio) has approved the revision.,CODE_REVIEW,0
1487135,1,Don't allocate an AuthorStyles for the ShadowRoot of <svg:use>,PROBLEM_DESCRIPTION,0
1487135,2,"It looks like we always allocate an AuthorStyles in the ShadowRoot constructor. In the case of <svg:use>, we don't do anything with stylesheets in the shadow tree, so the AuthorStyles there is unused.",PROBLEM_MOTIVATION,0
1487135,3,"In fact, maybe we should consider allocating AuthorStyles lazily in general, for all the cases when shadow trees don't have styles inside them.",POTENTIAL_SOLUTION_DESIGN,1
1487135,4,"So that we don't waste a bunch of memory with stuff like <svg:use>. I plan to shrink AuthorStyles further, but this should help regardless, and isn't very complex.",CODE_IMPLEMENTATION,1
1487135,5,Xidorn Quan [:xidorn] UTC+10 has approved the revision.,CODE_REVIEW,0
1487135,6,Pushed by emilio@crisal.io: https://hg.mozilla.org/integration/autoland/rev/752786e0dd01 followup: Add a missing check. r=me,CODE_IMPLEMENTATION,1
1494092,1,Get rid of SVGFilterObserverList::IsInObserverLists,PROBLEM_DESCRIPTION,0
1494092,2,"The IsInObserverList related code in SVGObserverUtils.h/.cpp is unfortunate since it seems like we shouldn't need to check this. The code is only used in one place, in nsSVGIntegrationUtils::AdjustInvalidAreaForSVGEffects. This mechanism was introduced in bug 587336: https://hg.mozilla.org/mozilla-central/rev/c7726ff56cbf This code is from eight years ago when we were still recursing up the frame invalidating each frame whenever we needed to invalidate something. The code was introduced to prevent an invalidation loop. What was happening is that the frame with a filter(#parent) would invalidate, the recursive invalidation would recurse up the frame tree, invalidating the parent which would post a (change hint) restyle event at the original frame referencing the ""filter"" parent. Hence, invalidation loop forever. Now that we are in a DLBI world the original reason to have this hack has gone.",PROBLEM_MOTIVATION,0
1494092,3,https://hg.mozilla.org/mozilla-central/rev/c7726ff56cbf,CODE_IMPLEMENTATION,1
1494092,4,"Unfortunately, removing this code causes the following two reftests to fail: layout/reftests/invalidation/scroll-inactive-layers.html layout/reftests/invalidation/scroll-inactive-layers-2.html These tests check that scrolling doesn't cause repainting of inactive (opacity/transform/filter/mask) layers. Despite the IsInObserverList code being purely for filters, it is the masked element that is repainting on scroll, causing the test failure.",COLLATERAL_PROBLEM_ANALYSIS,0
1494092,5,"The relevant change to the code is the removal of the first highlighted block here: https://searchfox.org/mozilla-central/source/layout/svg/nsSVGIntegrationUtils.cpp#328-330,334-341 What seems to happen is that, with the removal of the first `if` block we no longer early return aInvalidRegion. Instead we enter the second `if` block because 'observers' is nullptr (since the nsSVGMaskFrame does not have a SVGFilterObserverListForCSSProp of course) and return the value computed there. Specifically in my testing, before removing the hack we return aInvalidRegion with the values: left 748 top 2104 right 952 bottom 4458 After removing the first `if` block we return: left 748 top 254 right 952 bottom 4459 The much smaller value for 'top' is what makes the difference and cause us to fail.",COLLATERAL_PROBLEM_ANALYSIS,0
1494092,6,"The call stack here is: nsSVGIntegrationUtils::AdjustInvalidAreaForSVGEffects mozilla::FrameLayerBuilder::AddPaintedDisplayItem mozilla::PaintedLayerDataNode::PopAllPaintedLayerData mozilla::PaintedLayerDataNode::Finish mozilla::PaintedLayerDataNode::FinishChildrenIntersecting mozilla::PaintedLayerDataTree::FinishPotentiallyIntersectingNodes mozilla::PaintedLayerDataTree::AddingOwnLayer mozilla::ContainerState::ProcessDisplayItems mozilla::FrameLayerBuilder::BuildContainerLayerFor nsDisplayList::BuildLayers nsDisplayList::PaintRoot nsLayoutUtils::PaintFrame mozilla::PresShell::Paint nsViewManager::ProcessPendingUpdatesPaint nsViewManager::ProcessPendingUpdatesForView nsViewManager::ProcessPendingUpdates nsRefreshDriver::Tick Looking at AddPaintedDisplayItem, it seems that what it passes into AdjustInvalidAreaForSVGEffects as the value for aInvalidRegion is: frame->GetVisualOverflowRect() .ToOutsidePixels(appUnitsPerDevPixel); whereas what we return when we fail is: (frame->GetVisualOverflowRect() + aToReferenceFrame) .ToOutsidePixels(appUnitsPerDevPixel) There's clearly a bug in the removed `if` block where it fails to take account of aToReferenceFrame, and that that bug is hiding the fact that even without my change we are *already* invalidating the masked element in the two failing reftests. The only reason that the tests don't actually fail is because the preexisting bug results in the invalid area being offscreen.",COLLATERAL_PROBLEM_ANALYSIS,0
1494092,7,The fact that these tests should already currently be failing makes me think that they shouldn't block removing this old hack. We should remove it and be honest about the state of the tests by marking them as failing (filing a follow-up bug to fix that of course).,COLLATERAL_POTENTIAL_SOLUTION,0
1494092,8,We should remove it and be honest about the state of the tests by marking them as failing (filing a follow-up bug to fix that of course).,NEW_ISSUE_FILING,0
1494092,9,I've spun off bug 1494110 for the preexisting invalidation issue.,STATUS_UPDATE,0
1494092,10,This code is no longer necessary since we now invalidate using Display List Based Invalidation instead of using recursive calls up the frame tree. The tests that are marked as failing have only been passing due to a bug in the code that's being removed from nsSVGIntegrationUtils.cpp which coincidentally hides the fact that we are actually invalidating in those tests given their particular structure (which the tests are supposed to be checking we're not doing).,CODE_IMPLEMENTATION,1
1494092,11,Matt Woodrow (:mattwoodrow) has approved the revision.,SOLUTION_VERIFICATION,0
1494092,12,That's wrong. In fact it's the other way around - we should not be adding in aToReferenceFrame.,CLARIFICATION,0
1506200,1,Remove ReadableStream EmbeddingFlags,PROBLEM_DESCRIPTION,0
1506200,2,"The idea was to provide some distinguishing bits in case an embedding has many types of external stream. But really this is a waste of memory. It's currently unused, and in practice the underlyingSource pointer will be a pointer to some object that has a C++ vptr and can simply be asked for its type.",PROBLEM_MOTIVATION,0
1506200,3,Right?,PROBLEM_REVIEW_REQUEST,0
1506200,4,Yes I agree with you. We can get rid of it.,PROBLEM_REVIEW,0
1506200,5,"Attached file Bug 1506200 - Remove ReadableStream EmbeddingFlags. r?baku,jwalden — Details",CODE_IMPLEMENTATION,1
1506200,6,"r?baku for the bits in dom/fetch, r?jwalden for the rest.",CODE_REVIEW_REQUEST,0
1509994,1,Move code from video_engine from media/webrtc/trunk/webrtc to elsewhere in tree,PROBLEM_DESCRIPTION,0
1509994,2,"This code does not exist in upstream webrtc.org, but based upon the headers in the files, it once did. Rather than restoring it each time we pull from upstream webrtc.org, we should move it elsewhere in tree. It appears to be used by dom/media/systemservices/VideoEngine.cpp, so that seems like the logical place to put it. We should also take the opportunity to see if we can switch to supported interfaces for accessing video / desktop capture rather than relying on code that has been undeleted from upstream.",PROBLEM_MOTIVATION,0
1509994,3,"Historically this code was part of webrtc.org but has since been removed from upstream. Rather than maintaining it as a local diff against upstream, we should just move it to where it is used.",CODE_IMPLEMENTATION,1
1509994,4,Attached file Bug 1509994 - Update gn generated json files; r=pehrsons! — Details Depends on D13092,CODE_IMPLEMENTATION,1
1509994,5,Attached file Bug 1509994 - Update gn generated json files (part 2); r=pehrsons! — Details Depends on D13094,CODE_IMPLEMENTATION,1
1509994,6,Attached file Bug 1509994 - Regenerate moz.build files; r=pehrsons! — Details Depends on D13095,CODE_IMPLEMENTATION,1
1509994,7,Phabricator choked on the size of the json update patch and I had to manually split it into two.,CODE_IMPLEMENTATION,1
1510786,1,ppc64/ppc64le/s390x arches not recognized by dav1d?,PROBLEM_DESCRIPTION,0
1510786,2,"build of current trunk with default config fails with ... 1:34.46 media/libdav1d 1:34.46 /usr/bin/gcc -std=gnu99 -o cdf.o -c -I/mnt/dan/firefox.git/obj-powerpc64le-unknown-linux-gnu/dist/system_wrappers -include /mnt/dan/firefox.git/config/gcc_hidden.h -DDEBUG=1 -DSTATIC_EXPORTABLE_JS_API -DMOZ_HAS_MOZGLUE -DMOZILLA_INTERNAL_API -DIMPL_LIBXUL -I/mnt/dan/firefox.git/media/libdav1d -I/mnt/dan/firefox.git/obj-powerpc64le-unknown-linux-gnu/media/libdav1d -I/mnt/dan/firefox.git/third_party/dav1d -I/mnt/dan/firefox.git/third_party/dav1d/include -I/mnt/dan/firefox.git/third_party/dav1d/include/dav1d -I/mnt/dan/firefox.git/third_party/dav1d/include/compat/gcc -I/mnt/dan/firefox.git/obj-powerpc64le-unknown-linux-gnu/dist/include -I/mnt/dan/firefox.git/obj-powerpc64le-unknown-linux-gnu/dist/include/nspr -I/mnt/dan/firefox.git/obj-powerpc64le-unknown-linux-gnu/dist/include/nss -fPIC -include /mnt/dan/firefox.git/obj-powerpc64le-unknown-linux-gnu/mozilla-config.h -DMOZILLA_CLIENT -U_FORTIFY_SOURCE -D_FORTIFY_SOURCE=2 -U_FORTIFY_SOURCE -D_FORTIFY_SOURCE=2 -fno-strict-aliasing -fno-math-errno -pthread -pipe -g -Og -fno-omit-frame-pointer -funwind-tables -Wall -Wempty-body -Wignored-qualifiers -Wpointer-arith -Wsign-compare -Wtype-limits -Wunreachable-code -Wduplicated-cond -Wno-error=maybe-uninitialized -Wno-error=deprecated-declarations -Wno-error=array-bounds -Wno-error=free-nonheap-object -Wno-error=multistatement-macros -Wno-error=class-memaccess -Wformat -Wformat-overflow=2 -MD -MP -MF .deps/cdf.o.pp -fdiagnostics-color /mnt/dan/firefox.git/third_party/dav1d/src/cdf.c 1:34.48 /mnt/dan/firefox.git/third_party/dav1d/src/cdf.c:28:10: fatal error: config.h: No such file or directory 1:34.48 #include ""config.h"" 1:34.48 ^~~~~~~~~~ 1:34.48 compilation terminated.",STACK_TRACE,0
1510786,3,I haven't looked yet if it's a build system issue or if dav1d upstream doesn't support non-x86/non-arm arches at all.,STATUS_UPDATE,0
1510786,4,"dav1d supports all platforms via C interface. asm is x86 and arm only. awilcox on gwyn [pts/5 Wed 28 17:59] build: meson The Meson build system Version: 0.47.2 Source dir: /home/awilcox/Code/contrib/dav1d Build dir: /home/awilcox/Code/contrib/dav1d/build Build type: native build Project name: dav1d Project version: 0.0.1 Native C compiler: cc (gcc 6.4.0 ""cc (Adelie 6.4.0) 6.4.0"") Build machine cpu family: ppc64 Build machine cpu: ppc64 Dependency threads found: YES Check usable header ""stdatomic.h"": YES Check usable header ""unistd.h"": YES Checking for function ""getopt_long"" : YES Checking for function ""posix_memalign"" : YES Compiler for C supports arguments -fvisibility=hidden: YES Compiler for C supports arguments -Wundef: YES Compiler for C supports arguments -Werror=vla: YES Compiler for C supports arguments -Wno-maybe-uninitialized -Wmaybe-uninitialized: YES Compiler for C supports arguments -Wno-unused-parameter -Wunused-parameter: YES Compiler for C supports arguments -Werror=missing-prototypes: YES Compiler for C supports arguments -fomit-frame-pointer: YES Compiler for C supports arguments -ffast-math: YES Configuring config.h using configuration Program doxygen found: NO Build targets in project: 8 Found ninja-1.8.2 at /usr/bin/ninja awilcox on gwyn [pts/5 Wed 28 17:59] build: ninja [63/63] Linking target tools/dav1d. awilcox on gwyn [pts/5 Wed 28 17:59] build: ninja test zsh: correct 'test' to 'tests' [nyae]? n [1/2] Running all tests. No tests defined. awilcox on gwyn [pts/5 Wed 28 17:59] build:",REPRODUCTION_ATTEMPT,0
1510786,5,What's missing is config files for non x86/x86-64/arm/arm64 systems. https://hg.mozilla.org/mozilla-central/file/f2915d3ee5f8/media/libdav1d/moz.build#l15,QUESTION,0
1510786,6,"Can you please build dav1d alone, in those platforms, and provide the config.h file found in the build directory. Dav1d can be found in [1]. [1] https://code.videolan.org/videolan/dav1d",REPRODUCTION_REQUEST,0
1510786,7,provide the config.h file found in the build directory.,INFO_REQUEST,0
1510786,8,"config.h - identical for ppc64, ppc64le and s390x arches, produced on Fedora",REQUIREMENT,0
1510786,9,It feels like we could reasonably merge all those config.h files and use appropriate ifdefs.,POTENTIAL_SOLUTION_DESIGN,1
1510786,10,"I mean, including the ones already in the tree.",POTENTIAL_SOLUTION_DESIGN,1
1510786,11,I would be happy to make something more elegant with those files.,CLARIFICATION,0
1510786,12,Can you please elaborate more with your idea.,SOLUTION_REVIEW_REQUEST,0
1510786,13,"My idea is to create the content of the file in a string variable, and then create the config file using the GENERATED_FILES[] (plus generation attributes).",POTENTIAL_SOLUTION_DESIGN,1
1510786,14,Attached file dav1d-build-bug-ppc64-s390x — Details,CODE_IMPLEMENTATION,1
1510786,15,Could you please check if this patch fixes you builds?,VERIFICATION_REQUEST,0
1510786,16,"there is a missing colon at the end of the ""elif"" line",CODE_REVIEW,0
1510786,17,but with that added it builds again and runs,SOLUTION_VERIFICATION,0
1510786,18,Attached file Bug 1510786 - Add configuration header for ppc64 and s390x. r?glandium — Details,CODE_IMPLEMENTATION,1
1510786,19,For the record - I can build FF on ppc64/ppc64le/s390x with the last fix.,SOLUTION_VERIFICATION,0
1513854,1,Read Normandy recipes from Remote Settings,PROBLEM_DESCRIPTION,0
1513854,2,"In Bug 1506175, we introduced the ability to fetch recipes from Remote Settings. The pref ""app.normandy.remotesettings.enabled"" is false by default. We could gradually enable this feature once the server parts are in place.",PROBLEM_MOTIVATION,0
